country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",12-04-2026 11:00,23.221714,72.654328,CO,16,36,28
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",12-04-2026 11:00,23.59315,72.372792,SO2,4,16,9
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",12-04-2026 11:00,28.2068,76.7997,PM2.5,54,253,126
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",12-04-2026 11:00,28.39072,77.30059,CO,82,102,97
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",12-04-2026 11:00,22.248853,70.776774,OZONE,5,18,7
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",12-04-2026 11:00,21.217779,72.834787,PM2.5,28,136,72
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",12-04-2026 11:00,28.806223,76.141105,SO2,1,16,6
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",12-04-2026 11:00,28.593883,76.270653,NO2,9,22,15
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",12-04-2026 11:00,29.503664,75.467934,PM2.5,45,131,78
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",12-04-2026 11:00,28.422681,77.148944,CO,28,66,51
India,Haryana,Jind,"Police Lines, Jind - HSPCB",12-04-2026 11:00,29.307814,76.337619,NH3,4,6,5
India,Haryana,Jind,"Police Lines, Jind - HSPCB",12-04-2026 11:00,29.307814,76.337619,SO2,1,7,2
India,Haryana,Jind,"Police Lines, Jind - HSPCB",12-04-2026 11:00,29.307814,76.337619,CO,8,57,31
